,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date
272,sadness,Indonesia,36,Indonesia,IDN,360,Indonesia,11.8,,3954.0,3.0508474576271185,May
273,sadness,Ireland,216,Ireland,IRL,372,Ireland,2.5,,12138.0,86.4,May
274,sadness,Italy,54,Italy,ITA,380,Italy,2.5,,3822.0,21.6,May
275,sadness,Japan,36,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.7430340557275541,May
276,sadness,Kenya,156,Kenya,KEN,404,Kenya,8.2,google,9228.0,19.02439024390244,May
277,sadness,Kingdom of Saudi Arabia,18,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.2,May
278,sadness,Malaysia,30,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,7.6923076923076925,May
279,sadness,Mexico,24,Mexico,MEX,484,Mexico,25.7,,1746.0,0.933852140077821,May
280,sadness,New Zealand,54,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,60.0,May
281,sadness,Nigeria,414,Nigeria,NGA,566,Nigeria,8.4,,38400.0,49.285714285714285,May
282,sadness,Pakistan,198,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,76.15384615384615,May
283,sadness,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900827,May
284,sadness,Republic of the Philippines,144,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,20.13986013986014,May
285,sadness,Singapore,30,Singapore,SGP,702,Singapore,1.3,,3246.0,23.076923076923077,May
286,sadness,South Africa,654,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,76.94117647058823,May
287,sadness,Spain,12,Spain,ESP,724,Spain,8.4,Statista,4080.0,1.4285714285714286,May
288,sadness,Sri Lanka,12,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,24.0,May
289,sadness,Sweden,18,Sweden,SWE,752,Sweden,2.0,,1422.0,9.0,May
290,sadness,Switzerland,12,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0,May
291,sadness,Thailand,18,Thailand,THA,764,Thailand,7.35,Statista,2736.0,2.4489795918367347,May
292,sadness,The Netherlands,36,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,12.857142857142858,May
293,sadness,Turkey,6,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.43956043956043955,May
294,sadness,Uganda,156,Uganda,UGA,800,,,,,,May
295,sadness,United Arab Emirates,24,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,4.606525911708253,May
296,sadness,United Kingdom,3288,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,185.2394366197183,May
297,sadness,United States,6936,United States,USA,840,United States,64.2,Statista,454626.0,108.03738317757009,May
298,surprise,Australia,516,Australia,AUS,36,Australia,5.0,Statista,22578.0,103.2,May
299,surprise,Belgium,72,Belgium,BEL,56,Belgium,1.0,,2268.0,72.0,May
300,surprise,Brazil,78,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,5.435540069686411,May
301,surprise,Canada,1068,Canada,CAN,124,Canada,8.15,Statista,38382.0,131.04294478527606,May
302,surprise,China,48,China,CHN,156,China,2.0,NY Times,7482.0,24.0,May
303,surprise,France,120,France,FRA,250,France,8.9,Statista,3192.0,13.48314606741573,May
304,surprise,Germany,132,Germany,DEU,276,Germany,6.1,Statista,4140.0,21.639344262295083,May
305,surprise,Ghana,168,Ghana,GHA,288,Ghana,2.0,,6312.0,84.0,May
306,surprise,Hong Kong,42,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,28.0,May
307,surprise,India,3012,India,IND,356,India,13.15,Statista,90480.0,229.04942965779466,May
308,surprise,Indonesia,120,Indonesia,IDN,360,Indonesia,11.8,,3954.0,10.169491525423728,May
309,surprise,Ireland,306,Ireland,IRL,372,Ireland,2.5,,12138.0,122.4,May
310,surprise,Italy,126,Italy,ITA,380,Italy,2.5,,3822.0,50.4,May
311,surprise,Japan,72,Japan,JPN,392,Japan,48.45,Statista,4314.0,1.4860681114551082,May
312,surprise,Kenya,246,Kenya,KEN,404,Kenya,8.2,google,9228.0,30.000000000000004,May
313,surprise,Kingdom of Saudi Arabia,24,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.6,May
314,surprise,Malaysia,138,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,35.38461538461539,May
315,surprise,Mexico,24,Mexico,MEX,484,Mexico,25.7,,1746.0,0.933852140077821,May
316,surprise,New Zealand,156,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,173.33333333333334,May
317,surprise,Nigeria,960,Nigeria,NGA,566,Nigeria,8.4,,38400.0,114.28571428571428,May
318,surprise,Pakistan,204,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,78.46153846153845,May
319,surprise,Republic of the Philippines,198,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,27.69230769230769,May
320,surprise,Singapore,66,Singapore,SGP,702,Singapore,1.3,,3246.0,50.76923076923077,May
321,surprise,South Africa,762,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,89.6470588235294,May
322,surprise,Spain,198,Spain,ESP,724,Spain,8.4,Statista,4080.0,23.57142857142857,May
323,surprise,Sri Lanka,24,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,48.0,May
324,surprise,Sweden,60,Sweden,SWE,752,Sweden,2.0,,1422.0,30.0,May
325,surprise,Switzerland,48,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,60.0,May
326,surprise,Thailand,72,Thailand,THA,764,Thailand,7.35,Statista,2736.0,9.795918367346939,May
327,surprise,The Netherlands,96,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,34.285714285714285,May
328,surprise,Turkey,30,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,2.1978021978021975,May
329,surprise,Uganda,198,Uganda,UGA,800,,,,,,May
330,surprise,United Arab Emirates,108,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,20.72936660268714,May
331,surprise,United Kingdom,5388,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,303.5492957746479,May
332,surprise,United States,11286,United States,USA,840,United States,64.2,Statista,454626.0,175.79439252336448,May
333,worry,Australia,1074,Australia,AUS,36,Australia,5.0,Statista,22578.0,214.8,May
334,worry,Belgium,126,Belgium,BEL,56,Belgium,1.0,,2268.0,126.0,May
335,worry,Brazil,126,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,8.78048780487805,May
336,worry,Canada,2304,Canada,CAN,124,Canada,8.15,Statista,38382.0,282.69938650306744,May
337,worry,China,102,China,CHN,156,China,2.0,NY Times,7482.0,51.0,May
338,worry,France,156,France,FRA,250,France,8.9,Statista,3192.0,17.528089887640448,May
339,worry,Germany,264,Germany,DEU,276,Germany,6.1,Statista,4140.0,43.278688524590166,May
340,worry,Ghana,288,Ghana,GHA,288,Ghana,2.0,,6312.0,144.0,May
341,worry,Hong Kong,78,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,52.0,May
342,worry,India,8502,India,IND,356,India,13.15,Statista,90480.0,646.5399239543726,May
343,worry,Indonesia,114,Indonesia,IDN,360,Indonesia,11.8,,3954.0,9.661016949152541,May
344,worry,Ireland,744,Ireland,IRL,372,Ireland,2.5,,12138.0,297.6,May
345,worry,Italy,168,Italy,ITA,380,Italy,2.5,,3822.0,67.2,May
346,worry,Japan,102,Japan,JPN,392,Japan,48.45,Statista,4314.0,2.1052631578947367,May
347,worry,Kenya,570,Kenya,KEN,404,Kenya,8.2,google,9228.0,69.51219512195122,May
348,worry,Kingdom of Saudi Arabia,72,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,4.8,May
349,worry,Malaysia,306,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,78.46153846153847,May
350,worry,Mexico,60,Mexico,MEX,484,Mexico,25.7,,1746.0,2.3346303501945527,May
351,worry,New Zealand,186,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,206.66666666666666,May
352,worry,Nigeria,2370,Nigeria,NGA,566,Nigeria,8.4,,38400.0,282.1428571428571,May
353,worry,Pakistan,528,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,203.07692307692307,May
354,worry,Republic of Korea,72,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,11.900826446280993,May
355,worry,Republic of the Philippines,594,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,83.07692307692307,May
356,worry,Singapore,126,Singapore,SGP,702,Singapore,1.3,,3246.0,96.92307692307692,May
357,worry,South Africa,1722,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,202.58823529411765,May
358,worry,Spain,246,Spain,ESP,724,Spain,8.4,Statista,4080.0,29.285714285714285,May
359,worry,Sri Lanka,126,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,252.0,May
360,worry,Sweden,78,Sweden,SWE,752,Sweden,2.0,,1422.0,39.0,May
361,worry,Switzerland,60,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,75.0,May
362,worry,Thailand,174,Thailand,THA,764,Thailand,7.35,Statista,2736.0,23.6734693877551,May
363,worry,The Netherlands,180,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,64.28571428571429,May
364,worry,Turkey,30,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,2.1978021978021975,May
365,worry,Uganda,384,Uganda,UGA,800,,,,,,May
366,worry,United Arab Emirates,282,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,54.12667946257198,May
367,worry,United Kingdom,12918,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,727.7746478873239,May
368,worry,United States,24714,United States,USA,840,United States,64.2,Statista,454626.0,384.95327102803736,May
